experiment,channel_row,ycoord_um,reldepth,cluster,PC1,PC2
09-24-2022,18,135.0,0.1935,4,8.91796,12.26036
09-24-2022,22,165.0,0.2258,4,9.06253,12.60956
09-24-2022,24,180.0,0.2581,4,8.93249,12.85503
09-24-2022,28,210.0,0.2903,4,8.84798,13.13902
09-24-2022,30,225.0,0.3226,4,8.64615,13.30600
09-24-2022,34,255.0,0.3548,4,8.58684,13.45711
09-24-2022,36,270.0,0.3871,4,8.20121,13.88434
09-24-2022,40,300.0,0.4194,4,7.37610,14.52919
09-24-2022,42,315.0,0.4516,4,7.01107,14.67731
09-24-2022,46,345.0,0.4839,4,6.16837,14.95543
09-24-2022,96,360.0,0.5161,4,5.69138,15.03045
09-24-2022,100,390.0,0.5484,4,4.64834,14.92164
09-24-2022,102,405.0,0.5806,4,4.30448,14.68549
09-24-2022,106,435.0,0.6129,4,2.79423,14.14322
09-24-2022,108,450.0,0.6452,4,2.05237,13.67225
09-24-2022,112,480.0,0.6774,4,0.77918,12.86895
09-24-2022,114,495.0,0.7097,4,0.21843,12.53414
09-24-2022,118,525.0,0.7419,4,-1.28389,11.73074
09-24-2022,120,540.0,0.7742,4,-2.05147,11.37999
09-24-2022,124,570.0,0.8065,4,-3.94670,10.91607
09-24-2022,126,585.0,0.8387,4,-4.70391,10.63076
09-24-2022,130,615.0,0.8710,4,-6.27112,9.98508
09-24-2022,132,630.0,0.9032,4,-7.09833,9.73795
09-24-2022,136,660.0,0.9355,4,-8.76359,9.37856
09-24-2022,138,675.0,0.9677,4,-9.97678,9.45320
09-24-2022,142,705.0,1.0000,4,-12.07694,9.72321
09-29-2021,0,-15.0,0.0000,6,13.68566,14.99265
09-29-2021,4,15.0,0.0323,6,14.69645,3.49612
09-29-2021,6,30.0,0.0645,6,15.27958,-3.13133
09-29-2021,10,60.0,0.0968,6,15.68422,-9.25522
09-29-2021,12,75.0,0.1290,6,16.89607,-11.18371
09-29-2021,16,105.0,0.1613,6,19.69899,-9.52399
09-29-2021,18,120.0,0.1935,6,21.23210,-8.70152
09-29-2021,22,150.0,0.2258,6,23.73293,-6.86063
09-29-2021,24,165.0,0.2581,6,24.53768,-6.22441
09-29-2021,28,195.0,0.2903,6,25.73680,-5.48118
09-29-2021,30,210.0,0.3226,6,26.39520,-5.22584
09-29-2021,34,240.0,0.3548,6,26.84231,-5.00905
09-29-2021,36,255.0,0.3871,6,26.73730,-4.39274
09-29-2021,40,285.0,0.4194,6,26.70482,-3.65015
09-29-2021,42,300.0,0.4516,6,26.71000,-3.74145
09-29-2021,46,330.0,0.4839,6,26.31101,-3.56626
09-29-2021,96,345.0,0.5161,6,26.47299,-3.82891
09-29-2021,100,375.0,0.5484,6,25.70405,-4.25978
09-29-2021,102,390.0,0.5806,6,25.24996,-3.30512
09-29-2021,106,420.0,0.6129,6,25.22968,-4.16428
09-29-2021,108,435.0,0.6452,6,24.89246,-4.07453
09-29-2021,111,465.0,0.6774,6,23.63983,-2.26915
09-29-2021,113,480.0,0.7097,6,23.75672,-3.69309
09-29-2021,117,510.0,0.7419,6,23.16280,-2.76786
09-29-2021,119,525.0,0.7742,6,22.92634,-3.04907
09-29-2021,123,555.0,0.8065,6,21.95448,-2.36833
09-29-2021,125,570.0,0.8387,6,20.14108,0.60344
09-29-2021,129,600.0,0.8710,6,20.15724,0.20503
09-29-2021,131,615.0,0.9032,6,21.29374,-1.02422
09-29-2021,135,645.0,0.9355,6,22.06547,-2.53450
09-29-2021,137,660.0,0.9677,6,22.15617,-2.27070
09-29-2021,141,690.0,1.0000,6,22.54709,-3.03854
09-30-2021,0,-15.0,0.0000,6,35.86252,-14.01537
09-30-2021,4,15.0,0.0323,6,37.15127,-17.40499
09-30-2021,6,30.0,0.0645,6,37.92725,-19.31001
09-30-2021,10,60.0,0.0968,6,38.89021,-22.18145
09-30-2021,12,75.0,0.1290,6,39.27075,-23.04419
09-30-2021,16,105.0,0.1613,6,39.50180,-22.60734
09-30-2021,18,120.0,0.1935,6,39.34596,-20.87635
09-30-2021,22,150.0,0.2258,6,39.25949,-16.57578
09-30-2021,24,165.0,0.2581,6,39.35044,-14.81568
09-30-2021,28,195.0,0.2903,6,39.16265,-11.79360
09-30-2021,30,210.0,0.3226,6,39.23521,-11.20134
09-30-2021,34,240.0,0.3548,6,38.81485,-10.20751
09-30-2021,36,255.0,0.3871,6,38.51275,-9.82689
09-30-2021,40,285.0,0.4194,6,37.84972,-9.83222
09-30-2021,42,300.0,0.4516,6,37.32396,-9.59546
09-30-2021,46,330.0,0.4839,6,36.40535,-9.39239
09-30-2021,96,345.0,0.5161,6,36.09219,-9.26000
09-30-2021,100,375.0,0.5484,6,35.36583,-8.98929
09-30-2021,102,390.0,0.5806,6,35.11972,-8.93498
09-30-2021,106,420.0,0.6129,6,34.71752,-8.53076
09-30-2021,108,435.0,0.6452,6,34.48970,-8.55873
09-30-2021,112,465.0,0.6774,6,33.86964,-8.41900
09-30-2021,114,480.0,0.7097,6,33.36131,-8.13292
09-30-2021,118,510.0,0.7419,6,32.85245,-7.82065
09-30-2021,120,525.0,0.7742,6,32.46450,-7.52337
09-30-2021,124,555.0,0.8065,6,31.89572,-7.00128
09-30-2021,126,570.0,0.8387,6,31.42952,-6.18661
09-30-2021,130,600.0,0.8710,6,31.45306,-6.39112
09-30-2021,132,615.0,0.9032,6,31.45790,-6.40344
09-30-2021,136,645.0,0.9355,6,31.39918,-6.32222
09-30-2021,138,660.0,0.9677,6,31.28638,-5.87946
09-30-2021,142,690.0,1.0000,6,30.97676,-5.26600
10-05-2021,0,-15.0,0.0000,6,35.42586,2.01694
10-05-2021,4,15.0,0.0323,6,34.74557,-3.18775
10-05-2021,6,30.0,0.0645,6,34.62162,-5.26540
10-05-2021,10,60.0,0.0968,6,34.03842,-9.90812
10-05-2021,12,75.0,0.1290,6,33.61898,-12.46024
10-05-2021,16,105.0,0.1613,5,31.67872,-17.59185
10-05-2021,18,120.0,0.1935,5,30.24964,-20.25359
10-05-2021,22,150.0,0.2258,5,27.15621,-23.43472
10-05-2021,24,165.0,0.2581,5,25.90633,-22.84797
10-05-2021,28,195.0,0.2903,5,24.77882,-16.70143
10-05-2021,30,210.0,0.3226,5,24.80577,-11.78619
10-05-2021,34,240.0,0.3548,6,24.49817,0.94277
10-05-2021,36,255.0,0.3871,6,24.33553,4.94929
10-05-2021,40,285.0,0.4194,6,23.55582,10.83964
10-05-2021,42,300.0,0.4516,6,22.80016,12.50520
10-05-2021,46,330.0,0.4839,6,22.22680,13.55131
10-05-2021,96,345.0,0.5161,6,21.68774,15.27877
10-05-2021,100,375.0,0.5484,6,20.97599,13.77692
10-05-2021,102,390.0,0.5806,6,21.40220,12.71680
10-05-2021,106,420.0,0.6129,6,20.93294,12.33376
10-05-2021,108,435.0,0.6452,6,21.12531,11.50485
10-05-2021,112,465.0,0.6774,6,21.70988,10.17354
10-05-2021,114,480.0,0.7097,6,22.06707,10.53369
10-05-2021,118,510.0,0.7419,6,22.13596,8.81600
10-05-2021,120,525.0,0.7742,6,22.46058,8.32404
10-05-2021,124,555.0,0.8065,6,22.39951,8.52242
10-05-2021,126,570.0,0.8387,6,23.07946,7.67166
10-05-2021,130,600.0,0.8710,6,23.41519,7.22050
10-05-2021,132,615.0,0.9032,6,23.54848,6.92485
10-05-2021,136,645.0,0.9355,6,24.36747,6.56273
10-05-2021,138,660.0,0.9677,6,24.61099,5.61576
10-05-2021,142,690.0,1.0000,6,25.36887,5.39336
11-01-2021,0,-15.0,0.0000,6,37.36025,-7.25595
11-01-2021,4,15.0,0.0323,6,37.03209,-10.09792
11-01-2021,6,30.0,0.0645,6,36.41939,-11.48515
11-01-2021,10,60.0,0.0968,6,34.84252,-12.84824
11-01-2021,12,75.0,0.1290,6,34.11570,-12.73540
11-01-2021,16,105.0,0.1613,6,32.60797,-9.93210
11-01-2021,18,120.0,0.1935,6,32.03229,-7.64752
11-01-2021,22,150.0,0.2258,6,30.52764,0.55466
11-01-2021,24,165.0,0.2581,6,29.65910,4.31874
11-01-2021,28,195.0,0.2903,6,28.89253,10.63796
11-01-2021,30,210.0,0.3226,6,28.94541,13.84929
11-01-2021,34,240.0,0.3548,6,28.59482,17.73829
11-01-2021,36,255.0,0.3871,6,28.35663,18.55274
11-01-2021,40,285.0,0.4194,6,27.94222,18.02124
11-01-2021,42,300.0,0.4516,6,27.75550,17.18005
11-01-2021,46,330.0,0.4839,6,27.36666,15.76839
11-01-2021,96,345.0,0.5161,6,27.22825,15.30349
11-01-2021,100,375.0,0.5484,6,26.79290,14.51418
11-01-2021,102,390.0,0.5806,6,26.59734,14.46120
11-01-2021,106,420.0,0.6129,6,26.40967,14.62099
11-01-2021,108,435.0,0.6452,6,26.33140,14.75528
11-01-2021,112,465.0,0.6774,6,26.21519,15.25004
11-01-2021,114,480.0,0.7097,6,26.19223,15.48838
11-01-2021,118,510.0,0.7419,6,26.14833,16.05807
11-01-2021,120,525.0,0.7742,6,26.09175,16.29370
11-01-2021,124,555.0,0.8065,6,26.06553,16.80950
11-01-2021,126,570.0,0.8387,6,25.97564,17.09883
11-01-2021,130,600.0,0.8710,6,25.83040,17.69880
11-01-2021,132,615.0,0.9032,6,25.75064,17.94832
11-01-2021,136,645.0,0.9355,6,25.44993,18.37211
11-01-2021,138,660.0,0.9677,6,25.20433,18.90277
11-01-2021,142,690.0,1.0000,6,24.85737,19.63366
11-03-2021,0,-15.0,0.0000,3,11.00217,32.53160
11-03-2021,4,15.0,0.0323,3,10.86410,29.98784
11-03-2021,6,30.0,0.0645,3,10.65512,28.86568
11-03-2021,10,60.0,0.0968,3,10.36699,25.28098
11-03-2021,12,75.0,0.1290,3,10.28420,23.93531
11-03-2021,16,105.0,0.1613,3,10.67069,22.03950
11-03-2021,18,120.0,0.1935,3,11.34325,21.64703
11-03-2021,22,150.0,0.2258,3,13.09966,22.09420
11-03-2021,24,165.0,0.2581,3,13.74242,22.96996
11-03-2021,28,195.0,0.2903,3,15.31110,23.51160
11-03-2021,30,210.0,0.3226,3,16.26793,23.72118
11-03-2021,34,240.0,0.3548,3,17.10902,26.36993
11-03-2021,36,255.0,0.3871,3,17.34838,27.56078
11-03-2021,40,285.0,0.4194,3,17.79499,28.65725
11-03-2021,42,300.0,0.4516,3,17.58142,29.00182
11-03-2021,46,330.0,0.4839,3,12.70542,34.73279
11-03-2021,96,345.0,0.5161,3,10.60271,36.51067
11-03-2021,100,375.0,0.5484,3,7.70439,37.28983
11-03-2021,102,390.0,0.5806,3,5.91694,37.58695
11-03-2021,106,420.0,0.6129,3,2.74342,37.33308
11-03-2021,108,435.0,0.6452,3,1.48250,37.01871
11-03-2021,112,465.0,0.6774,3,-0.33474,36.24937
11-03-2021,114,480.0,0.7097,3,-0.58726,35.39122
11-03-2021,118,510.0,0.7419,3,-1.51536,34.49664
11-03-2021,120,525.0,0.7742,3,-1.95996,34.35063
11-03-2021,124,555.0,0.8065,3,-2.21480,33.76392
11-03-2021,126,570.0,0.8387,3,-2.40814,33.44742
11-03-2021,130,600.0,0.8710,3,-2.53821,33.26673
11-03-2021,132,615.0,0.9032,3,-2.62930,33.36219
11-03-2021,136,645.0,0.9355,3,-2.74328,33.80560
11-03-2021,138,660.0,0.9677,3,-2.66601,33.71606
11-03-2021,142,690.0,1.0000,3,-2.83592,33.94593
11-18-2021,0,-15.0,0.0000,5,20.54363,-14.06722
11-18-2021,4,15.0,0.0323,5,21.43137,-17.47809
11-18-2021,6,30.0,0.0645,5,22.19480,-19.98312
11-18-2021,10,60.0,0.0968,5,22.83213,-25.77049
11-18-2021,12,75.0,0.1290,5,22.53170,-28.68392
11-18-2021,16,105.0,0.1613,5,20.26357,-32.93032
11-18-2021,18,120.0,0.1935,5,18.97268,-34.03086
11-18-2021,22,150.0,0.2258,5,16.45091,-34.91481
11-18-2021,24,165.0,0.2581,5,15.18647,-33.91067
11-18-2021,28,195.0,0.2903,5,12.62614,-28.17227
11-18-2021,30,210.0,0.3226,5,11.38371,-23.18323
11-18-2021,34,240.0,0.3548,6,8.82786,-12.54609
11-18-2021,36,255.0,0.3871,6,7.38359,-8.06133
11-18-2021,40,285.0,0.4194,6,4.28697,-3.09296
11-18-2021,42,300.0,0.4516,6,2.28537,-1.67548
11-18-2021,46,330.0,0.4839,6,-0.29847,-1.26845
11-18-2021,96,345.0,0.5161,6,-1.49528,-2.10195
11-18-2021,100,375.0,0.5484,4,-2.94764,-3.69937
11-18-2021,102,390.0,0.5806,4,-3.71453,-4.20574
11-18-2021,106,420.0,0.6129,4,-5.10888,-5.47332
11-18-2021,108,435.0,0.6452,4,-5.79045,-5.61745
11-18-2021,112,465.0,0.6774,4,-6.90816,-5.84810
11-18-2021,114,480.0,0.7097,4,-7.50675,-5.53759
11-18-2021,118,510.0,0.7419,4,-8.32181,-4.57867
11-18-2021,120,525.0,0.7742,4,-8.65630,-4.35780
11-18-2021,124,555.0,0.8065,4,-9.32338,-2.96442
11-18-2021,126,570.0,0.8387,4,-9.50139,-2.52344
11-18-2021,130,600.0,0.8710,4,-9.56266,-1.23931
11-18-2021,132,615.0,0.9032,4,-9.51304,-0.30716
11-18-2021,136,645.0,0.9355,4,-9.24389,2.22925
11-18-2021,138,660.0,0.9677,4,-8.83702,3.06097
11-18-2021,142,690.0,1.0000,4,-7.48214,7.35985
12-14-2021,0,-15.0,0.0000,6,34.55694,-5.75466
12-14-2021,4,15.0,0.0323,6,33.81961,-6.40934
12-14-2021,6,30.0,0.0645,6,33.38183,-6.69336
12-14-2021,10,60.0,0.0968,6,32.36882,-7.02134
12-14-2021,12,75.0,0.1290,6,31.78680,-7.03921
12-14-2021,16,105.0,0.1613,6,30.67379,-6.93938
12-14-2021,18,120.0,0.1935,6,29.97096,-6.66441
12-14-2021,22,150.0,0.2258,6,28.80921,-6.13609
12-14-2021,24,165.0,0.2581,6,27.95590,-5.58945
12-14-2021,28,195.0,0.2903,6,26.46968,-4.50053
12-14-2021,30,210.0,0.3226,6,25.73428,-3.91705
12-14-2021,34,240.0,0.3548,6,24.06899,-2.61505
12-14-2021,36,255.0,0.3871,6,23.28692,-1.96527
12-14-2021,40,285.0,0.4194,6,21.80320,-0.61728
12-14-2021,42,300.0,0.4516,6,20.98575,0.10550
12-14-2021,46,330.0,0.4839,6,19.88007,0.95334
12-14-2021,96,345.0,0.5161,6,19.68966,1.14835
12-14-2021,100,375.0,0.5484,6,19.00468,1.78309
12-14-2021,102,390.0,0.5806,6,18.39335,2.43159
12-14-2021,106,420.0,0.6129,6,17.24376,3.43773
12-14-2021,108,435.0,0.6452,6,16.99914,3.58909
12-14-2021,112,465.0,0.6774,6,16.12460,4.43064
12-14-2021,114,480.0,0.7097,6,15.80518,4.87988
12-14-2021,118,510.0,0.7419,6,15.50217,5.23617
12-14-2021,120,525.0,0.7742,6,15.17557,5.67631
12-14-2021,124,555.0,0.8065,6,14.79059,6.37091
12-14-2021,126,570.0,0.8387,6,14.58273,6.83841
12-14-2021,130,600.0,0.8710,6,14.51253,7.13005
12-14-2021,132,615.0,0.9032,6,14.56617,7.34309
12-14-2021,136,645.0,0.9355,6,14.37173,7.98781
12-14-2021,138,660.0,0.9677,6,13.63119,9.07533
12-14-2021,142,690.0,1.0000,6,13.62568,9.58006
12-15-2021,0,-15.0,0.0000,6,16.64817,-4.64940
12-15-2021,4,15.0,0.0323,6,17.05075,-6.71116
12-15-2021,6,30.0,0.0645,6,17.39485,-8.01725
12-15-2021,10,60.0,0.0968,6,18.47797,-9.61645
12-15-2021,12,75.0,0.1290,6,19.61853,-9.73094
12-15-2021,16,105.0,0.1613,6,23.68317,-7.62588
12-15-2021,18,120.0,0.1935,6,26.73037,-5.51177
12-15-2021,22,150.0,0.2258,6,33.30267,0.34163
12-15-2021,24,165.0,0.2581,6,35.24058,2.55783
12-15-2021,28,195.0,0.2903,6,35.48184,4.41349
12-15-2021,30,210.0,0.3226,6,34.65359,4.63991
12-15-2021,34,240.0,0.3548,6,32.32602,4.29652
12-15-2021,36,255.0,0.3871,6,31.02283,3.79520
12-15-2021,40,285.0,0.4194,6,29.30770,3.30407
12-15-2021,42,300.0,0.4516,6,28.36098,2.86347
12-15-2021,46,330.0,0.4839,6,28.22157,2.63973
12-15-2021,96,345.0,0.5161,6,28.65345,2.89856
12-15-2021,100,375.0,0.5484,6,28.75002,2.71690
12-15-2021,102,390.0,0.5806,6,28.76160,3.01941
12-15-2021,106,420.0,0.6129,6,28.32668,2.83919
12-15-2021,108,435.0,0.6452,6,28.04650,2.79002
12-15-2021,112,465.0,0.6774,6,27.96262,2.78718
12-15-2021,114,480.0,0.7097,6,27.97163,2.78565
12-15-2021,118,510.0,0.7419,6,27.94851,2.81954
12-15-2021,120,525.0,0.7742,6,27.74405,2.95895
12-15-2021,124,555.0,0.8065,6,27.11440,2.79234
12-15-2021,126,570.0,0.8387,6,26.73387,2.82880
12-15-2021,130,600.0,0.8710,6,26.49802,2.97059
12-15-2021,132,615.0,0.9032,6,26.40412,2.90824
12-15-2021,136,645.0,0.9355,6,26.11128,3.08933
12-15-2021,138,660.0,0.9677,6,25.95222,3.27699
12-15-2021,142,690.0,1.0000,6,25.44519,3.64687
